,Income,MntWines
1506,57136.0,306
1507,46772.0,350
1508,78931.0,331
1509,53977.0,620
1510,84219.0,434
1511,46098.0,57
1512,73538.0,811
1513,79529.0,423
1514,20981.0,2
1515,51766.0,60
1516,55759.0,675
1517,33039.0,30
1518,37787.0,40
1519,27242.0,3
1520,87188.0,910
1521,69930.0,252
1522,37697.0,34
1523,37401.0,19
1524,3502.0,2
1525,58597.0,490
1526,82032.0,332
1527,28087.0,53
1528,74004.0,784
1529,19740.0,7
1530,57036.0,1171
1531,53083.0,215
1532,69283.0,674
1533,46098.0,57
1534,23331.0,5
1535,23331.0,104
1536,9255.0,9
1537,67786.0,431
1538,71969.0,1000
1539,59235.0,448
1540,31928.0,33
1541,74881.0,505
1542,65819.0,267
1543,51411.0,14
1544,51983.0,631
1545,42386.0,65
1546,30390.0,10
1547,30983.0,51
1548,66033.0,293
1549,37284.0,11
1550,57530.0,50
1551,76800.0,173
1552,63943.0,423
1553,76081.0,292
1554,67445.0,757
1555,37054.0,12
1556,47175.0,167
1557,31859.0,3
1558,27215.0,30
1559,70179.0,532
1560,39922.0,29
1561,49681.0,411
1562,24645.0,5
1563,79865.0,71
1564,44322.0,46
1565,47958.0,268
1566,63972.0,928
1567,75315.0,459
1568,55517.0,483
1569,75283.0,733
1570,82800.0,1006
1571,38998.0,34
1572,90638.0,1156
1573,27161.0,7
1574,42014.0,244
1575,38201.0,233
1576,45203.0,35
1577,81574.0,1252
1578,34935.0,34
1579,60482.0,255
1580,34633.0,8
1581,78093.0,368
1582,82460.0,255
1583,45903.0,33
1584,81361.0,163
1585,35860.0,15
1586,40442.0,45
1587,61482.0,48
1588,34968.0,158
1589,75794.0,754
1590,31497.0,108
1591,74268.0,199
1592,13724.0,2
1593,45143.0,202
1594,52569.0,85
1595,48432.0,322
1596,17144.0,18
1597,36108.0,141
1598,76445.0,739
1599,36663.0,18
1600,53843.0,378
1601,90226.0,1083
1602,70638.0,1016
1603,44512.0,23
1604,27116.0,12
1605,54072.0,35
1606,71855.0,548
1607,51250.0,342
1608,60432.0,365
1609,65526.0,397
1610,68655.0,456
1611,12393.0,5
1612,64509.0,836
1613,33955.0,100
1614,31353.0,10
1615,55434.0,238
1616,28359.0,6
1617,57100.0,158
1618,69139.0,86
1619,52973.0,856
1620,51717.0,98
1621,18793.0,4
1622,66664.0,398
1623,50664.0,313
1624,54414.0,109
1625,54549.0,216
1626,47111.0,595
1627,41003.0,123
1628,19444.0,16
1629,36301.0,11
1630,73059.0,410
1631,42731.0,159
1632,52854.0,105
1633,22775.0,5
1634,46681.0,269
1635,59821.0,629
1636,50002.0,443
1637,69755.0,217
1638,44078.0,24
1639,30560.0,9
1640,35924.0,8
1641,64140.0,1459
1642,56386.0,230
1643,24594.0,1
1644,75774.0,340
1645,39228.0,7
1646,58494.0,298
1647,58684.0,479
1648,57136.0,267
1649,56551.0,67
1650,22448.0,3
1651,82014.0,980
1652,34213.0,50
1653,157146.0,1
1654,25358.0,19
1655,35544.0,30
1656,36634.0,213
1657,62670.0,539
1658,50334.0,284
1659,72066.0,1003
1660,50729.0,239
1661,34916.0,51
1662,64892.0,527
1663,43602.0,19
1664,33996.0,40
1665,41473.0,21
1666,63246.0,593
1667,36732.0,21
1668,69084.0,1181
1669,77766.0,1004
1670,37929.0,202
1671,86610.0,446
1672,80141.0,1184
1673,72635.0,390
1674,69016.0,726
1675,20193.0,8
1676,27573.0,50
1677,15862.0,1
1678,49544.0,308
1679,33228.0,22
1680,70440.0,690
1681,38232.0,43
1682,22554.0,27
1683,23536.0,6
1684,49413.0,205
1685,42231.0,24
1686,78789.0,667
1687,56534.0,691
1688,58350.0,493
1689,81217.0,493
1690,49090.0,494
1691,61787.0,621
1692,18169.0,9
1693,24336.0,1
1694,18222.0,12
1695,62335.0,243
1696,42033.0,11
1697,86580.0,532
1698,41437.0,29
1699,73705.0,612
1700,61064.0,387
1701,38452.0,56
1702,18358.0,6
1703,55012.0,582
1704,9722.0,6
1705,38175.0,70
1706,58656.0,962
1707,52117.0,112
1708,64813.0,293
1709,54222.0,199
1710,83512.0,1060
1711,77520.0,940
1712,41154.0,44
1713,80398.0,342
1714,18746.0,2
1715,35196.0,75
1716,60230.0,520
1717,22108.0,5
1718,44392.0,87
1719,55424.0,462
1720,17688.0,2
1721,92491.0,979
1722,90273.0,704
1723,82571.0,861
1724,38513.0,172
1725,16653.0,5
1726,42586.0,194
1727,23529.0,9
1728,74881.0,505
1729,71107.0,533
1730,46910.0,48
1731,18690.0,6
1732,37244.0,18
1733,82427.0,482
1734,75342.0,204
1735,70044.0,1073
1736,79146.0,245
1737,77437.0,560
1738,54984.0,173
1739,42403.0,22
1740,55761.0,136
1741,37292.0,275
1742,45576.0,56
1743,70321.0,303
1744,58086.0,708
1745,81795.0,324
1746,28389.0,1
1747,66835.0,620
1748,69901.0,312
1749,80360.0,1493
1750,63342.0,918
1751,44989.0,98
1752,31859.0,3
1753,51569.0,380
1754,30372.0,15
1755,16014.0,3
1756,41120.0,24
1757,39763.0,80
1758,38725.0,31
1759,77981.0,138
1760,62905.0,166
1761,13533.0,12
1762,59481.0,178
1763,72117.0,707
1764,21955.0,5
1765,67131.0,465
1766,36802.0,16
1767,71853.0,358
1768,28249.0,1
1769,47808.0,123
1770,25509.0,40
1771,51012.0,102
1772,70596.0,347
1773,85431.0,376
1774,42664.0,21
1775,42586.0,194
1776,29760.0,64
1777,28973.0,206
1778,39435.0,71
1779,65370.0,71
1780,20194.0,0
1781,42473.0,93
1782,64590.0,920
1783,71232.0,653
1784,34600.0,199
1785,46904.0,153
1786,49094.0,376
1787,36075.0,46
1788,60839.0,600
1789,77298.0,425
1790,34026.0,18
1791,48918.0,52
1792,82122.0,734
1793,37697.0,34
1794,34074.0,135
1795,28520.0,11
1796,62535.0,163
1797,36273.0,29
1798,63404.0,734
1799,75774.0,340
1800,78416.0,453
1801,75702.0,1073
1802,59385.0,135
1803,37070.0,231
1804,44689.0,18
1805,53977.0,620
1806,7144.0,81
1807,18701.0,12
1808,90369.0,292
1809,63159.0,965
1810,37758.0,27
1811,46757.0,777
1812,79734.0,572
1813,63207.0,438
1814,72071.0,531
1815,21840.0,17
1816,58582.0,402
1817,72282.0,503
1818,50387.0,369
1819,32583.0,5
1820,62568.0,362
1821,44635.0,56
1822,33316.0,79
1823,63967.0,387
1824,52513.0,367
1825,25293.0,15
1826,54111.0,267
1827,78394.0,298
1828,80739.0,674
1829,22669.0,16
1830,29236.0,37
1831,44911.0,159
1832,54693.0,686
1833,48186.0,97
1834,54809.0,63
1835,41580.0,56
1836,80336.0,209
1837,47743.0,198
1838,62972.0,313
1839,57333.0,941
1840,32313.0,86
1841,84953.0,167
1842,27071.0,8
1843,68148.0,389
1844,65735.0,239
1845,86836.0,179
1846,4023.0,5
1847,30093.0,2
1848,57705.0,383
1849,25008.0,2
1850,83257.0,536
1851,22280.0,2
1852,72159.0,322
1853,64260.0,539
1854,82733.0,712
1855,74290.0,1121
1856,58217.0,68
1857,21024.0,36
1858,70116.0,707
1859,54006.0,174
1860,69063.0,666
1861,11448.0,0
1862,61825.0,162
1863,70886.0,407
1864,69109.0,823
1865,60208.0,488
1866,32889.0,28
1867,34738.0,3
1868,30538.0,284
1869,82326.0,938
1870,26642.0,13
1871,69932.0,412
1872,44503.0,31
1873,60200.0,502
1874,49638.0,18
1875,23830.0,1
1876,33051.0,100
1877,72905.0,407
1878,69702.0,664
1879,70300.0,1045
1880,70643.0,1218
1881,30396.0,15
1882,50616.0,128
1883,62772.0,581
1884,30298.0,6
1885,52413.0,185
1886,44155.0,22
1887,86979.0,584
1888,76532.0,355
1889,42081.0,175
1890,67546.0,864
1891,88420.0,957
1892,31158.0,25
1893,61671.0,641
1894,69719.0,273
1895,49160.0,122
1896,24882.0,1
1897,90933.0,1020
1898,113734.0,6
1899,59292.0,378
1900,45759.0,42
1901,22148.0,15
1902,73395.0,272
1903,29819.0,9
1904,45688.0,279
1905,62820.0,398
1906,60491.0,637
1907,33235.0,45
1908,35701.0,21
1909,31535.0,15
1910,92556.0,493
1911,67384.0,957
1912,80573.0,829
1913,77870.0,1017
1914,52278.0,953
1915,57107.0,159
1916,18929.0,32
1917,36038.0,23
1918,20180.0,18
1919,34230.0,15
1920,31878.0,23
1921,70932.0,200
1922,91249.0,1324
1923,77598.0,1193
1924,80982.0,505
1925,22701.0,2
1926,55212.0,1103
1927,70617.0,353
1928,64849.0,652
1929,62694.0,379
1930,61917.0,46
1931,67472.0,162
1932,21059.0,8
1933,29543.0,17
1934,75903.0,340
1935,34984.0,8
1936,54998.0,154
1937,54356.0,710
1938,34242.0,8
1939,25410.0,2
1940,73356.0,1050
1941,28320.0,19
1942,23763.0,22
1943,72570.0,274
1944,34529.0,68
1945,70792.0,344
1946,63211.0,145
1947,83891.0,217
1948,36065.0,18
1949,39898.0,69
1950,51141.0,144
1951,56939.0,256
1952,80872.0,483
1953,72335.0,1285
1954,61798.0,338
1955,76842.0,605
1956,29478.0,8
1957,46998.0,172
1958,96843.0,448
1959,56551.0,67
1960,70053.0,512
1961,71670.0,1462
1962,44359.0,20
1963,40887.0,50
1964,48877.0,102
1965,74485.0,499
1966,64474.0,381
1967,77226.0,631
1968,72643.0,526
1969,85738.0,913
1970,55686.0,673
1971,39062.0,23
1972,34600.0,199
1973,40794.0,261
1974,54690.0,111
1975,4428.0,16
1976,32632.0,63
1977,38236.0,58
1978,36781.0,29
1979,31385.0,3
1980,24570.0,28
1981,25509.0,40
1982,94642.0,879
1983,58646.0,62
1984,53201.0,280
1985,21994.0,9
1986,57113.0,182
1987,51373.0,83
1988,23477.0,38
1989,58116.0,228
1990,72968.0,1092
1991,39791.0,85
1992,91712.0,1276
1993,94472.0,1017
1994,13672.0,6
1995,96547.0,448
1996,79205.0,504
1997,56559.0,226
1998,32644.0,239
1999,67506.0,90
2000,24206.0,7
2001,28420.0,4
2002,22979.0,16
2003,33279.0,10
2004,46423.0,68
2005,30368.0,35
2006,63684.0,575
2007,41638.0,315
2008,68805.0,182
2009,65814.0,561
2010,71964.0,587
2011,39146.0,94
2012,96876.0,908
2013,34445.0,228
2014,68281.0,995
2015,37284.0,11
2016,36790.0,3
2017,27943.0,12
2018,22263.0,17
2019,30261.0,8
2020,28587.0,22
2021,43815.0,14
2022,48195.0,106
2023,77027.0,820
2024,71322.0,753
2025,32765.0,13
2026,29672.0,9
2027,23272.0,19
2028,49912.0,520
2029,7500.0,5
2030,68117.0,618
2031,67225.0,315
2032,17649.0,15
2033,55914.0,384
2034,40059.0,110
2035,60905.0,208
2036,75330.0,555
2037,60689.0,240
2038,38680.0,11
2039,61416.0,848
2040,49767.0,202
2041,83273.0,433
2042,29009.0,6
2043,45057.0,37
2044,37150.0,167
2045,43020.0,45
2046,53154.0,129
2047,65308.0,713
2048,76467.0,676
2049,81044.0,450
2050,32871.0,22
2051,55801.0,367
2052,76320.0,526
2053,36927.0,51
2054,48794.0,25
2055,23478.0,28
2056,71128.0,958
2057,70179.0,532
2058,59462.0,724
2060,38361.0,39
2062,70038.0,587
2063,42554.0,29
2064,67445.0,757
2065,67046.0,544
2066,42192.0,40
2067,77610.0,1245
2068,31761.0,19
2069,34350.0,16
2070,54591.0,376
2071,71866.0,184
2072,25293.0,15
2073,42000.0,124
2074,69520.0,627
2075,64713.0,180
2076,27889.0,14
2077,22123.0,3
2080,27803.0,8
2082,51651.0,293
2083,68487.0,758
2085,56796.0,656
2086,87000.0,196
2087,79823.0,835
2088,30828.0,16
2089,34109.0,9
2090,53367.0,229
2091,22390.0,0
2092,71322.0,121
2093,79244.0,471
2094,49912.0,520
2095,48699.0,26
2096,80144.0,240
2097,54252.0,178
2098,81929.0,1486
2099,76068.0,1115
2100,53204.0,29
2101,67911.0,529
2102,14796.0,13
2103,78128.0,934
2104,14188.0,2
2105,20425.0,4
2106,58646.0,62
2107,72967.0,158
2108,48150.0,173
2109,82332.0,830
2110,58275.0,189
2111,44953.0,728
2112,34587.0,7
2113,43018.0,35
2114,45736.0,188
2115,66476.0,742
2116,27733.0,0
2117,69805.0,750
2118,72217.0,816
2119,25818.0,5
2120,37509.0,37
2121,25176.0,4
2122,43586.0,99
2123,53230.0,176
2124,50116.0,54
2125,84906.0,997
2126,61286.0,356
2127,82333.0,1311
2128,65220.0,890
2129,33590.0,4
2130,30992.0,17
2131,72309.0,960
2132,156924.0,2
2133,16005.0,1
2134,65487.0,240
2135,58692.0,301
2136,40590.0,154
2137,20587.0,2
2138,62637.0,104
2139,29435.0,70
2140,19346.0,2
2141,35788.0,23
2142,36997.0,43
2143,23539.0,4
2144,65333.0,654
2145,78499.0,912
2146,29732.0,25
2147,41275.0,24
2148,63516.0,141
2149,42769.0,71
2150,49572.0,35
2151,69209.0,496
2152,17148.0,9
2153,40590.0,154
2154,30560.0,9
2155,32146.0,26
2156,41713.0,77
2157,34176.0,11
2158,58482.0,576
2159,59686.0,89
2160,60896.0,1013
2161,62994.0,224
2162,47320.0,200
2163,74859.0,570
2164,15253.0,1
2165,31560.0,62
2166,72071.0,531
2167,91172.0,162
2168,90000.0,675
2169,41967.0,23
2170,69263.0,492
2171,65706.0,918
2172,60934.0,224
2173,71965.0,572
2174,65210.0,626
2175,79174.0,1074
2176,81380.0,741
2177,48432.0,322
2178,52914.0,254
2179,38946.0,116
2180,26067.0,22
2181,44325.0,516
2182,42523.0,14
2183,26487.0,2
2184,53233.0,28
2185,67716.0,530
2186,76234.0,519
2187,84117.0,611
2188,65487.0,240
2189,25224.0,4
2190,89616.0,671
2191,40851.0,23
2192,27469.0,9
2193,82347.0,556
2194,73803.0,833
2195,8820.0,12
2196,43322.0,56
2197,55593.0,293
2198,50501.0,297
2199,37085.0,39
2200,16185.0,5
2201,57731.0,266
2202,48432.0,322
2203,73807.0,366
2204,18929.0,32
2205,35893.0,158
2206,61014.0,269
2207,32144.0,41
2208,14918.0,3
2209,45146.0,33
2210,41769.0,302
2211,88325.0,519
2212,38054.0,23
2213,80617.0,594
2214,5305.0,12
2215,36807.0,4
2216,28427.0,18
2217,82032.0,332
2218,22775.0,5
2219,40101.0,171
2220,58025.0,270
2221,75777.0,712
2222,7500.0,2
2223,33562.0,21
2224,57642.0,580
2225,58554.0,368
2226,63777.0,457
2227,57967.0,229
2229,24434.0,3
2230,11012.0,24
2231,44802.0,853
2232,26816.0,5
2233,666666.0,9
2234,34421.0,3
2235,61223.0,709
2236,64014.0,406
2237,56981.0,908
2238,69245.0,428
2239,52869.0,84
